fullname,mu,sigma,opp,opp_rating,result,date,score
Liverpool,1663.9182108,291.752894037,Stoke City,1336.0817892,1,2013-08-17T00:00:00,1-0
Liverpool,1763.04541792,248.866239517,Aston Villa,1453.23068072,1,2013-08-24T00:00:00,0-1
Liverpool,1857.85405658,219.877952426,Manchester United,1609.5533188,1,2013-09-01T00:00:00,1-0
Liverpool,1777.77284754,212.475354216,Swansea City,1513.7096033,0.5,2013-09-16T00:00:00,2-2
Liverpool,1605.63363726,204.284171836,Southampton,1563.40256669,0,2013-09-21T00:00:00,0-1
Liverpool,1623.25100263,200.607601873,Sunderland,1111.38791984,1,2013-09-29T00:00:00,1-3
Liverpool,1647.79559525,194.141665403,Crystal Palace,1219.86873969,1,2013-10-05T00:00:00,3-1
Liverpool,1623.68759303,179.208639163,Newcastle United,1545.80699167,0.5,2013-10-19T00:00:00,2-2
Liverpool,1673.85523596,168.489512822,West Bromwich Albion,1454.1416339,1,2013-10-26T00:00:00,4-1
Liverpool,1631.58282066,160.794868063,Arsenal,1862.59390282,0,2013-11-02T00:00:00,2-0
Liverpool,1653.8331494,158.422276549,Fulham,1304.91234968,1,2013-11-09T00:00:00,4-0
Liverpool,1655.79633537,151.147050752,Everton,1664.83090846,0.5,2013-11-23T00:00:00,3-3
